player_display_name,position,n_games,mu,sigma,wpa,war
Kadarius Toney,WR,8,5.8625,6.040269,-0.11829136554348907,-0.9463309243479125
Hunter Renfrow,WR,9,6.633333,3.7806525,-0.1051742290656526,-0.9465680615908734
K.J. Hamler,WR,6,4.2999997,2.8786573,-0.15793068403645338,-0.9475841042187203
Zach Wilson,QB,9,10.991111,6.1712966,-0.10562396995700091,-0.9506157296130082
Corey Davis,WR,12,7.9083333,5.8375874,-0.07967763584415516,-0.9561316301298619
Byron Pringle,WR,7,4.857143,3.9597461,-0.13711508470325212,-0.9598055929227649
Ko Kieft,TE,8,2.625,2.0246913,-0.12057809088972182,-0.9646247271177746
Raheem Blackshear,RB,9,4.988889,5.2834005,-0.10787766443816088,-0.970898979943448
Jarvis Landry,WR,9,6.6888885,5.1812577,-0.10813433379475884,-0.9732090041528296
Mike Davis,RB,5,0.84,0.51224995,-0.19916744583809587,-0.9958372291904793
Gary Brightwell,RB,7,3.1,2.9899833,-0.14352852043120545,-1.004699643018438
Anthony Schwartz,WR,6,3.1333332,4.2165017,-0.1676387812800348,-1.0058326876802086
Kenny Golladay,WR,5,1.82,2.24,-0.20154063083061513,-1.0077031541530757
Mike Strachan,WR,5,1.78,2.2981732,-0.20189254215729868,-1.0094627107864933
Josh Oliver,TE,11,3.7181816,5.019927,-0.09213812195030535,-1.013519341453359
Brevin Jordan,TE,9,2.9777777,2.3232055,-0.11303173381852721,-1.0172856043667449
Jordan Love,QB,4,2.9250002,3.365186,-0.2547447574747733,-1.0189790298990933
Mo Alie-Cox,TE,13,3.5769234,6.7766743,-0.07851900406752732,-1.020747052877855
Marquise Goodwin,WR,12,7.5166664,7.043062,-0.08533503579448981,-1.0240204295338777
O.J. Howard,TE,11,3.3181818,4.8840775,-0.0932124774138901,-1.0253372515527912
Mac Jones,QB,13,11.835384,5.391407,-0.07939265274925705,-1.0321044857403416
Josiah Deguara,TE,9,2.711111,2.7090156,-0.11577903869218803,-1.0420113482296922
Malcolm Brown,RB,7,3.2571428,2.4429824,-0.14941870627344278,-1.0459309439140996
K.J. Osborn,WR,16,8.68125,8.098628,-0.06595515946114161,-1.0552825513782658
Ty Johnson,RB,9,4.2555556,4.8582373,-0.11740259171795892,-1.0566233254616302
Brandon Bolden,RB,8,3.4125001,3.4370909,-0.13216284055439698,-1.0573027244351758
Kylen Granson,TE,13,4.707692,2.956209,-0.08150643309800232,-1.0595836302740302
Isaiah McKenzie,WR,14,8.278571,6.466085,-0.07661602200788459,-1.0726243081103841
Noah Brown,WR,14,8.035714,6.754005,-0.07674844464236519,-1.0744782249931126
Julio Jones,WR,10,7.040001,4.096877,-0.10746709137201405,-1.0746709137201405
Adam Trautman,TE,11,3.8090906,2.9106245,-0.09796110736916036,-1.077572181060764
Mike Woods,WR,5,1.3,0.8270429,-0.21768809614762474,-1.0884404807381238
Kyren Williams,RB,8,3.8125,2.914806,-0.13608792026766525,-1.088703362141322
Trace McSorley,QB,4,2.03,1.3779333,-0.27332120689883915,-1.0932848275953566
River Cracraft,WR,7,4.242857,3.8858194,-0.15621614331269784,-1.093513003188885
Jonnu Smith,TE,12,4.3333335,2.747221,-0.09117801640792683,-1.094136196895122
Mike Boone,RB,8,3.6,3.3436508,-0.13707908293890236,-1.096632663511219
Devin Duvernay,WR,14,8.292857,5.9326534,-0.07843740987082504,-1.0981237381915505
Ryan Griffin,TE,7,0.9428572,0.964894,-0.1573174832134412,-1.1012223824940883
Trestan Ebner,RB,6,1.1666666,1.3912424,-0.18472487278273286,-1.1083492366963972
Phillip Walker,QB,6,6.523333,7.1100345,-0.18488746179737625,-1.1093247707842575
Jacoby Brissett,QB,14,12.044287,7.4646144,-0.07973579703629968,-1.1163011585081954
Kavontae Turpin,WR,5,0.71999997,0.6939741,-0.22409168493497011,-1.1204584246748506
Cooper Rush,QB,7,8.091429,5.8830886,-0.16020385074838706,-1.1214269552387095
Tommy Tremble,TE,13,4.0923076,3.9713323,-0.08631675243380732,-1.1221177816394952
Danny Gray,WR,5,0.58000004,0.7909488,-0.225405407836064,-1.1270270391803199
Joshua Kelley,RB,11,5.581818,3.9933627,-0.10251818244654731,-1.1277000069120204
James Cook,RB,15,6.5733337,5.555114,-0.07522800055025175,-1.1284200082537763
Amari Rodgers,WR,8,4.7375,4.475192,-0.14122001026331776,-1.129760082106542
Chase Edmonds,RB,12,5.808334,4.7620826,-0.09421254649268068,-1.1305505579121682
Eric Saubert,TE,11,3.2545457,3.1884346,-0.10406755506979937,-1.144743105767793
DeVante Parker,WR,11,7.0,5.9761643,-0.10446687862495901,-1.1491356648745492
Michael Gallup,WR,13,7.9538455,4.7165203,-0.08929071827711943,-1.1607793376025526
Parker Hesse,TE,8,2.0375,0.54299515,-0.14546967148709183,-1.1637573718967347
Parris Campbell,WR,16,8.51875,6.585137,-0.07275254909824436,-1.1640407855719097
Mark Ingram,RB,10,5.0099998,2.9558246,-0.1185010081142126,-1.185010081142126
Trent Taylor,WR,6,2.283333,1.9108608,-0.19858792377137113,-1.1915275426282268
Jack Stoll,TE,9,2.5888891,1.9093014,-0.13256939019260205,-1.1931245117334184
Harrison Bryant,TE,13,4.438462,2.7636483,-0.093361338851014,-1.213697405063182
Sammy Watkins,WR,8,4.825,3.6917982,-0.1518404012249931,-1.2147232097999447
C.J. Beathard,QB,4,-0.25,0.39153543,-0.3042511348104621,-1.2170045392418485
Jamycal Hasty,RB,13,5.3461537,6.5242286,-0.09375129469142557,-1.2187668309885324
Kenny Pickett,QB,12,11.329999,4.188194,-0.1015707516697163,-1.2188490200365956
DeSean Jackson,WR,7,3.4714284,2.8418877,-0.17417671015456293,-1.2192369710819406
Bryce Perkins,QB,5,3.0879998,3.605032,-0.24524144631821965,-1.2262072315910983
James Proche,WR,6,2.0333333,2.069353,-0.2047775065726422,-1.2286650394358531
Jeff Smith,WR,7,3.057143,3.7151644,-0.1757261883375627,-1.230083318362939
Breshad Perriman,WR,7,3.057143,4.661348,-0.1776088361755933,-1.243261853229153
Chris Moore,WR,14,7.9357142,5.328174,-0.08891551106620177,-1.2448171549268248
DeeJay Dallas,RB,10,4.2599998,4.3745174,-0.12511226228409283,-1.2511226228409282
Geoff Swaim,TE,10,2.23,3.19,-0.1253490528417548,-1.253490528417548
Baker Mayfield,QB,11,10.54,4.8837986,-0.11415301318747922,-1.2556831450622714
Durham Smythe,TE,11,3.0090907,2.6623483,-0.11464099998405158,-1.2610509998245674
Zander Horvath,RB,8,2.325,3.2976317,-0.15819131993175117,-1.2655305594540094
David Sills,WR,7,3.085714,1.716665,-0.184787594269408,-1.293513159885856
Dare Ogunbowale,RB,10,3.9899998,3.2718341,-0.13031638386648342,-1.303163838664834
Michael Bandy,WR,7,2.7,2.9952343,-0.18786517094977762,-1.3150561966484433
Keelan Cole,WR,8,3.5749998,3.8867562,-0.16699552534384876,-1.33596420275079
Terrace Marshall,WR,12,6.558333,4.186179,-0.11164670505236585,-1.3397604606283902
Dan Arnold,TE,10,2.25,1.027862,-0.13499680556954696,-1.3499680556954696
Davis Mills,QB,14,11.357142,4.1515427,-0.0967138165840915,-1.353993432177281
Dax Milne,WR,7,2.2428572,2.2714734,-0.19596247966024904,-1.3717373576217433
Justin Jackson,RB,11,4.4363637,3.3377383,-0.1250855881678582,-1.37594146984644
KhaDarel Hodge,WR,9,4.5777774,3.9250696,-0.15387054675117096,-1.3848349207605386
Tyquan Thornton,WR,11,5.8181815,6.1564183,-0.12624338166228577,-1.3886771982851434
Chase Claypool,WR,14,7.1528573,5.803967,-0.099355167206722,-1.390972340894108
Randall Cobb,WR,12,6.5499997,4.7713556,-0.11611167347555634,-1.3933400817066761
Marquez Valdes-Scantling,WR,16,7.29375,4.9517,-0.08880592436195539,-1.4208947897912863
DeAndre Carter,WR,15,7.266667,5.6830354,-0.09587005856262354,-1.438050878439353
Nelson Agholor,WR,13,5.784615,6.926854,-0.11081098485789276,-1.440542803152606
Marquez Callaway,WR,9,4.2000003,2.7166154,-0.16029405648989958,-1.4426465084090963
Noah Gray,TE,16,4.225,2.4164798,-0.09037840007305609,-1.4460544011688974
Elijah Moore,WR,13,6.615385,4.015709,-0.11169923132932691,-1.45209000728125
Ameer Abdullah,RB,12,4.341667,3.7052798,-0.12129355373299261,-1.4555226447959113
Marvin Jones,WR,15,7.466666,4.87342,-0.09708057918263169,-1.4562086877394753
Velus Jones,WR,8,3.0,3.0757113,-0.1824000955067263,-1.4592007640538105
Ian Thomas,TE,13,3.1307693,1.6926924,-0.11248469720744303,-1.4623010636967595
Keaontay Ingram,RB,9,1.7555555,3.5565624,-0.16263543448328116,-1.4637189103495305
Damiere Byrd,WR,11,4.618182,5.555639,-0.13340618351113387,-1.4674680186224727
Laviska Shenault,WR,12,5.8999996,5.3172674,-0.12505248586753448,-1.5006298304104138
Rex Burkhead,RB,14,5.0214286,3.9135623,-0.10719751396582466,-1.5007651955215453
Kalif Raymond,WR,15,7.0400004,4.3298655,-0.10013487177771363,-1.5020230766657043
Khalil Shakir,WR,9,3.3666668,4.8682647,-0.1679216488706191,-1.5112948398355721
Alec Pierce,WR,15,7.0066667,5.888233,-0.10109407644833779,-1.516411146725067
Jeff Driskel,QB,6,2.6666667,3.0104187,-0.2550769309765271,-1.5304615858591628
Johnny Mundt,TE,13,3.0,1.8216645,-0.11789236020427535,-1.5326006826555796
Kendall Hinton,WR,11,5.1272726,3.5024905,-0.14124381823704057,-1.5536820006074463
Jaylen Warren,RB,15,5.733334,4.1230516,-0.10464048391305608,-1.5696072586958412
Denzel Mims,WR,9,3.288889,3.0515733,-0.17646585820082206,-1.5881927238073985
Nick Westbrook-Ikhine,WR,14,5.9071436,7.368316,-0.11399029153043277,-1.595864081426059
Skylar Thompson,QB,6,1.8466667,3.0409355,-0.267534926999965,-1.6052095619997901
Tutu Atwell,WR,11,4.672727,4.161532,-0.14676919408847722,-1.6144611349732494
Scott Miller,WR,10,4.05,3.716248,-0.16173050483563167,-1.6173050483563167
Zach Gentry,TE,13,2.2230768,2.51064,-0.1251818815732273,-1.6273644604519548
Sony Michel,RB,10,2.49,2.361546,-0.1633046747076522,-1.633046747076522
D'Wayne Eskridge,WR,8,1.725,2.1205838,-0.20593743585256308,-1.6474994868205046
Ben Skowronek,WR,14,6.0214295,5.156297,-0.1180217465514084,-1.6523044517197176
Cedrick Wilson,WR,9,2.9333334,1.7938166,-0.18476359486377075,-1.6628723537739367
Demarcus Robinson,WR,15,6.626666,5.4519067,-0.11180315834998938,-1.6770473752498407
Zack Moss,RB,12,3.6166668,3.3075252,-0.14197003813836367,-1.703640457660364
Kenneth Gainwell,RB,16,5.16875,4.264346,-0.10658300272710675,-1.705328043633708
Robert Woods,WR,16,6.85625,4.4917936,-0.10661455032802669,-1.705832805248427
Robby Anderson,WR,12,4.35,5.6914406,-0.14343174003494097,-1.7211808804192916
Jalen Reagor,WR,9,2.5222223,2.4894345,-0.19211678538889998,-1.7290510685001
Caleb Huntley,RB,12,3.7416668,3.3322814,-0.14477095667067286,-1.7372514800480743
Olamide Zaccheaus,WR,15,6.42,3.7416933,-0.11695291223272253,-1.7542936834908378
Malik Willis,QB,7,2.7628572,4.0717344,-0.2515779611914274,-1.7610457283399916
Jamal Agnew,WR,13,5.2692313,5.987087,-0.1367949228720291,-1.7783339973363783
Justice Hill,RB,12,3.2166665,2.2875874,-0.14854628308165746,-1.7825553969798895
Steven Sims,WR,10,2.98,2.3730993,-0.17975821029031558,-1.7975821029031558
Boston Scott,RB,12,2.8999999,2.9667604,-0.14987498923685738,-1.7984998708422886
Nyheim Hines,RB,15,4.6266665,4.2978234,-0.1208990882093296,-1.8134863231399438
Dante Pettis,WR,13,4.715385,5.2418203,-0.1443608036159557,-1.8766904470074244
Gunner Olszewski,WR,9,1.5333334,1.6546233,-0.2104911396922462,-1.8944202572302158
Kendrick Bourne,WR,15,5.32,5.97932,-0.12829419014308918,-1.9244128521463377
Alexander Mattison,RB,16,4.3374996,3.800144,-0.12226405022302356,-1.956224803568377
Montrell Washington,WR,9,0.8,0.62538874,-0.21970703460860175,-1.9773633114774158
Zamir White,RB,10,0.66,1.0565983,-0.19789173099818114,-1.9789173099818114
Jauan Jennings,WR,15,5.3733335,4.0616035,-0.13211632295346315,-1.9817448443019472
Quez Watkins,WR,15,5.4066668,4.8418274,-0.13436166766635482,-2.0154250149953223
Avery Williams,RB,13,2.6769233,2.4220634,-0.15695126556025757,-2.0403664522833482
A.J. Green,WR,12,3.625,3.2772257,-0.17063613532432442,-2.047633623891893
Shi Smith,WR,14,4.4,4.7138095,-0.14871047734975074,-2.0819466828965103
Trent Sherfield,WR,16,5.23125,4.5468006,-0.13558766529476785,-2.1694026447162855
Ray-Ray McCloud,WR,14,4.1499996,4.5892344,-0.15632773228656993,-2.188588252011979
Zach Pascal,WR,12,2.9999998,3.485685,-0.18378803829631568,-2.205456459555788
David Bell,WR,13,3.492308,2.0988867,-0.17452509763714708,-2.268826269282912
Cam Sims,WR,11,1.5363636,1.106405,-0.20739887034457294,-2.2813875737903024
Phillip Dorsett,WR,14,3.6928573,3.7467058,-0.16927499625884895,-2.3698499476238855
Skyy Moore,WR,14,3.5285716,3.2007651,-0.17100929792130637,-2.394130170898289
Braxton Berrios,WR,15,3.8453336,3.1772482,-0.16009964322260617,-2.4014946483390927
Equanimeous St. Brown,WR,15,4.1733336,3.5241015,-0.16087757924883994,-2.413163688732599
Matt Breida,RB,16,3.05,2.5526946,-0.15197364695469961,-2.431578351275194
Brandon Powell,WR,15,2.9933333,3.3820045,-0.1755257709464822,-2.632886564197233
Justin Watson,WR,16,3.175,3.8648255,-0.17048302365711265,-2.7277283785138025
